Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:47 EDT
"Nutrient data for: WHEAT HAMBURGER ROLLS, UPC: 688267094279"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 ROLL = 43.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,90,209
"Protein",g,--,--,4.00,9.30
"Total lipid (fat)",g,--,--,1.00,2.33
"Carbohydrate, by difference",g,--,--,18.00,41.86
"Fiber, total dietary",g,--,--,2.0,4.7
"Sugars, total",g,--,--,3.00,6.98
"Sugars, added",g,--,--,2.0,4.7
Minerals
"Calcium, Ca",mg,--,--,70,163
"Iron, Fe",mg,--,--,1.00,2.33
"Potassium, K",mg,--,--,60,140
"Sodium, Na",mg,--,--,210,488
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WATER, UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON [FERROUS SULFATE], THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHOLE WHEAT FLOUR, YEAST, WHEAT GLUTEN, VEGETABLE FIBER, SUGAR, MOLASSES, CONTAINS 2% OR LESS OF THE FOLLOWING: SOYBEAN AND/OR CANOLA OIL, SALT, DOUGH CONDITIONERS (CALCIUM SULFATE, SODIUM STEAROYL LACTYLATE, MONO AND DIGLYCERIDES, ASCORBIC ACID, ENZYMES), CULTURED WHEAT FLOUR, CALCIUM PROPIONATE (PRESERVATIVE), WHEAT STARCH, SOYBEAN LECITHIN, GUAR GUM, VINEGAR, YEAST NUTRIENTS (AMMONIUM SULFATE, MONOCALCIUM PHOSPHATE)." Date available: 05/07/2018 Date last updated by company: 05/07/2018
