Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:38 EDT
"Nutrient data for: BEER CHEESE DIP, UPC: 856360005502"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 Tbsp = 30.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,80,267
"Protein",g,--,--,4.00,13.33
"Total lipid (fat)",g,--,--,7.00,23.33
"Carbohydrate, by difference",g,--,--,1.00,3.33
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,1.00,3.33
Minerals
"Calcium, Ca",mg,--,--,115,383
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,36,120
"Sodium, Na",mg,--,--,180,600
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,3.999,13.330
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,15,50
Amino Acids
Other
Ingredients
"WHITE CHEDDAR (CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES] POTATO STARCH, POWDERED CELLULOSE, NATAMYCIN), WATER, CREAM CHEESE BLEND (PASTEURIZED MILK, SKIM MILK AND CREAM, PALM OIL, SALT, STABILIZERS [GUAR, LOCUST BEAN AND XANTHAN GUMS]), CHEESE SPREAD (CULTURED MILK, WATER, CREAM, WHEY, SKIM MILK POWDER, SODIUM PHOSPHATES, SALT, SORBIC ACID, ENZYMES), JALAPENOS (JALAPENO PEPPERS, WATER, VINEGAR, SALT), MUSTARD (DISTILLED VINEGAR, WATER, MUSTARD SEEDS, HORSERADISH, SALT, SPICE, NATURAL FLAVOR), CONTAINS 2% OR LESS OF: CHILI POWDER, GARLIC, PHOSPHORIC ACID, POTASSIUM SORBATE (PRESERVATIVE), MALTODEXTRIN, CULTURED DEXTROSE, SODIUM DIACETATE, SALT, EGG WHITE LYSOZYME, NISIN PREPARATION, PAPRIKA, NATURAL AND ARTIFICIAL FLAVORINGS, ACACIA GUM." Date available: 05/16/2018 Date last updated by company: 05/16/2018
