Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:04 EDT
"Nutrient data for: ITALIAN STYLE MEATBALLS, UPC: 073504201105"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"6.0 MEATBALLS = 85.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,180,212
"Protein",g,--,--,13.00,15.29
"Total lipid (fat)",g,--,--,12.00,14.12
"Carbohydrate, by difference",g,--,--,5.00,5.88
"Fiber, total dietary",g,--,--,1.0,1.2
"Sugars, total",g,--,--,2.00,2.35
Minerals
"Calcium, Ca",mg,--,--,60,71
"Iron, Fe",mg,--,--,1.80,2.12
"Sodium, Na",mg,--,--,510,600
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,4.497,5.290
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,50,59
Amino Acids
Other
Ingredients
"BEEF, PORK, MECHANICALLY SEPARATED TURKEY (WITH NATURAL FLAVOR), WATER, SEASONING: CORN FLOUR, RICE FLOUR, VEGETABLE FIBER, ONION, ROMANO CHEESE, (COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), PARMESAN CHEESE (PART SKIM PASTEURIZED COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), YEAST, SPICES, GARLIC, PARSLEY, HYDROLYZED SOY PROTEIN, DEXTROSE, SALT, SODIUM PHOSPHATE, NATURAL FLAVOR." Date available: 07/14/2017 Date last updated by company: 07/14/2017
