Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:01 EDT
"Nutrient data for: SPANAKOPITA, UPC: 041190407651"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"3.0 PIECES = 85.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,210,247
"Protein",g,--,--,5.00,5.88
"Total lipid (fat)",g,--,--,9.00,10.59
"Carbohydrate, by difference",g,--,--,27.00,31.76
"Fiber, total dietary",g,--,--,1.0,1.2
"Sugars, total",g,--,--,4.00,4.71
Minerals
"Calcium, Ca",mg,--,--,100,118
"Iron, Fe",mg,--,--,1.50,1.76
"Potassium, K",mg,--,--,100,118
"Sodium, Na",mg,--,--,330,388
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,4.497,5.290
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,20,24
Amino Acids
Other
Ingredients
"FILLO DOUGH: ENRICHED UNBLEACHED UNBROMATED WHEAT FLOUR (WHEAT FLOUR ENRICHED [NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], MALTED BARLEY FLOUR), FILTERED WATER, CORN STARCH WITH TRICALCIUM PHOSPHATE, MALTED BARLEY FLOUR, SUCROSE, SOYBEAN OIL, SALT, SOY LECITHIN. FILLING: SPINACH, FETA CHEESE (PASTEURIZED MILK, CULTURES, SALT, LESS THAN 1% ENZYMES), CREAM CHEESE (PASTEURIZED CULTURED MILK AND CREAM, SALT, STABILIZERS [XANTHAN AND/OR CAROB BEAN AND/OR GUAR GUMS]), RICOTTA CHEESE (WHEY, SALT, VINEGAR), ONIONS, CLARIFIED BUTTER (PASTEURIZED CREAM), SOYBEAN OIL, CORN STARCH, BREAD CRUMBS (UNBLEACHED UNBROMATED WHEAT FLOUR, SUGAR, SALT, YEAST, ASCORBIC ACID ADDED AS DOUGH CONDITIONER), GARLIC, DILL WEED, PARSLEY, LEMON JUICE, SEA SALT, BLACK PEPPER." Date available: 05/28/2018 Date last updated by company: 05/28/2018
