Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:41 EDT
"Nutrient data for: BLUEBERRY CREAM CHEESE SWIRL COFFEE CAKE, UPC: 078742287119"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.067 CAKE = 49.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,150,306
"Protein",g,--,--,1.00,2.04
"Total lipid (fat)",g,--,--,7.00,14.29
"Carbohydrate, by difference",g,--,--,21.00,42.86
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,13.00,26.53
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.36,0.73
"Sodium, Na",mg,--,--,140,286
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.999,4.080
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,15,31
Amino Acids
Other
Ingredients
"CAKE BASE (SUGAR, ENRICHED WHEAT FLOUR BLEACHED [FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], MODIFIED FOOD STARCH, SOYBEAN OIL, CONTAINS 2% OR LESS OF: EGGS, LEAVENING [BAKING SODA, SODIUM ALUMINUM PHOSPHATE], MONO- AND DIGLYCERIDES, NATURAL AND ARTIFICIAL FLAVOR, PROPYLENE GLYCOL MONO- AND DIESTERS OF FATTY ACIDS, SALT, SODIUM STEAROYL LACTYLATE, SOY FLOUR, VITAL WHEAT GLUTEN, WHEY), CREAM CHEESE FILLING (WATER, CREAM CHEESE [CREAM, SKIM MILK, MILK PROTEINS, LACTIC ACID, SALT, XANTHAN GUM, LOCUST BEAN GUM, GUAR GUMS, NATURAL FLAVORS}, SUGAR, CORN SYRUP, MODIFIED FOOD STARCH, PALM OIL, CONTAINS 2% OR LESS OF THE FOLLOWING: NATURAL & ARTIFICIAL FLAVOR, SALT, LACTIC ACID, MONO- AND DIGLYCERIDES, TITANIUM DIOXIDE [COLOR], BENZOIC ACID [PRESERVATIVE], POTASSIUM SORBATE [PRESERVATIVE]), BLUEBERRY FILLING (WATER, HIGH FRUCTOSE CORN SYRUP, BLUEBERRIES, MODIFIED FOOD STARCH, DEHYDRATED APPLES PRESERVED WITH SODIUM SULFITE, NATURAL AND ARTIFICIAL FLAVOR, SODIUM BENZOATE (PRESERVATIVE), SODIUM PROPIONATE (PRESERVATIVE), POTASSIUM SORBATE (PRESERVATIVE), SALT, CITRIC ACID, LEMON JUICE CONCENTRATE, RED 3, RED 40, BLUE 1), WATER, SOYBEAN OIL, WHOLE EGGS, BLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, ENZYME), POWDERED SUGAR (SUGAR, CORNSTARCH), CORN SYRUP SOLIDS, MARGARINE (PALM OIL, WATER, SOYBEAN OIL, SALT, CONTAINS 2% OR LESS OF MONO- AND DIGLYCERIDES, SOY LECITHIN, SODIUM BENZOATE [PRESERVATIVE], CITRIC ACID, NATURAL AND ARTIFICIAL FLAVOR, BETA CAROTENE [COLOR], VITAMIN A PALMITATE, WHEY), NATURAL AND ARTIFICIAL FLAVORS, EGG EXTENDER (ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], EGGS, SOYBEAN OIL, CONTAINS 2% OR LESS OF: CARBOXYMETHYLCELLULOSE, SOY LECITHIN, SALT, SODIUM BICARBONATE, ANNATTO EXTRACT [COLOR], TURMERIC [COLOR]), SUGAR, PALM OIL, CITRIC ACID, POTASSIUM SORBATE (PRESERVATIVE), SALT." Date available: 05/14/2018 Date last updated by company: 05/14/2018
