Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:16 EDT
"Nutrient data for: ORANGE DRINK MIX, UPC: 038259122297"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 PACKET = 4.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,10,250
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,3.00,75.00
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,222,5550
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,0,0
"Sodium, Na",mg,--,--,0,0
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,79.0,1975.0
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"CITRIC ACID, CALCIUM PHOSPHATE, MALTODEXTRIN, ASCORBIC ACID ASPARTAME**, CONTAINS LESS THAN 2% OF CALCIUM CARBONATE, GUM ARABIC, ACESULFAME POTASSIUM, XANTHAN GUM, ARTIFICIAL COLOR, CALCIUM SILICATE, YELLOW 5 LAKE, CELLULOSE GUM, NATURAL FLAVOR, MAGNESIUM OXIDE, SILICON DIOXIDE, YELLOW 5, RED 40." Date available: 05/30/2018 Date last updated by company: 05/30/2018
