Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:44 EDT
"Nutrient data for: LEMON FLAVORED LIGHT NONFAT YOGURT, UPC: 036800144361"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 CONTAINER = 170.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,90,53
"Protein",g,--,--,5.00,2.94
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,18.00,10.59
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,13.01,7.65
Minerals
"Calcium, Ca",mg,--,--,201,118
"Iron, Fe",mg,--,--,0.00,0.00
"Phosphorus, P",mg,--,--,150,88
"Potassium, K",mg,--,--,270,159
"Sodium, Na",mg,--,--,85,50
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Riboflavin",mg,--,--,0.255,0.150
"Pantothenic acid",mg,--,--,0.600,0.353
"Vitamin A, IU",IU,--,--,1000,588
"Vitamin D",IU,--,--,80,47
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,5,3
Amino Acids
Other
Ingredients
"CULTURED PASTEURIZED GRADE A NONFAT MILK, WATER, MODIFIED FOOD STARCH, FRUCTOSE, SUCRALOSE, CARRAGEENAN, PECTIN, ACESULFAME POTASSIUM, CITRIC ACID, NATURAL FLAVOR, CALCIUM PHOSPHATE, POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), TURMERIC (COLOR), VITAMIN A PALMITATE, VITAMIN D3." Date available: 06/02/2018 Date last updated by company: 06/02/2018
