Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:56 EDT
"Nutrient data for: FILLED SQUARES, UPC: 021130308422"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 PIECES = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,130,464
"Protein",g,--,--,1.00,3.57
"Total lipid (fat)",g,--,--,5.00,17.86
"Carbohydrate, by difference",g,--,--,19.00,67.86
"Fiber, total dietary",g,--,--,1.0,3.6
"Sugars, total",g,--,--,18.00,64.29
"Sugars, added",g,--,--,16.0,57.1
Minerals
"Calcium, Ca",mg,--,--,8,29
"Iron, Fe",mg,--,--,1.50,5.36
"Potassium, K",mg,--,--,70,250
"Sodium, Na",mg,--,--,0,0
Vitamins
Lipids
"Fatty acids, total saturated",g,--,--,2.999,10.710
"Fatty acids, total trans",g,--,--,1.000,3.570
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"SUGAR, CHOCOLATE LIQUOR, GLUCOSE SYRUP, COCOA BUTTER, SORBITOL (HUMECTANT), BUTTERFAT (MILK), GLUCOSE FRUCTOSE SYRUP, SUNFLOWER LECITHIN (EMULSIFIER), NATURAL FLAVORS." Date available: 01/23/2018 Date last updated by company: 01/23/2018
