Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:57 EDT
"Nutrient data for: LIQUID EGG SUBSTITUTE, UPC: 03003400878"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"3.0 Tbsp = 46.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,25,54
"Protein",g,--,--,5.00,10.87
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,1.00,2.17
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,20,43
"Iron, Fe",mg,--,--,0.80,1.74
"Sodium, Na",mg,--,--,90,196
"Zinc, Zn",mg,--,--,0.50,1.09
Vitamins
"Thiamin",mg,--,--,99.820,217.000
"Riboflavin",mg,--,--,0.700,1.522
"Pantothenic acid",mg,--,--,0.800,1.739
"Vitamin B-6",mg,--,--,0.100,0.217
"Folic acid",µg,--,--,45,98
"Vitamin B-12",µg,--,--,0.90,1.96
"Vitamin E (alpha-tocopherol)",mg,--,--,0.92,2.00
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"EGG WHITES, CONTAINS 1% OR LESS OF THE FOLLOWING: GUAR GUM, XANTHAN GUM, SALT, ONION POWDER, NATURAL FLAVOR, AND COLOR (INCLUDES BETA CAROTENE). VITAMINS AND MINERALS: CALCIUM SULFATE, IRON (FERRIC ORTHOPHOSPHATE), VITAMIN E (ALPHA TOCOPHEROL ACETATE), ZINC SULFATE, CALCIUM PANTOTHENATE, VITAMIN B12, VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), FOLIC ACID, BIOTIN, VITAMIN D3." Date available: 11/23/2017 Date last updated by company: 11/23/2017
