Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:36 EDT
"Nutrient data for: TOASTER PASTRIES, UPC: 038259120293"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 PASTRY = 52.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,200,385
"Protein",g,--,--,2.00,3.85
"Total lipid (fat)",g,--,--,5.00,9.62
"Carbohydrate, by difference",g,--,--,37.00,71.15
"Fiber, total dietary",g,--,--,1.0,1.9
"Sugars, total",g,--,--,16.00,30.77
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,1.80,3.46
"Sodium, Na",mg,--,--,150,288
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.170,0.327
"Niacin",mg,--,--,2.000,3.846
"Vitamin B-6",mg,--,--,0.200,0.385
"Folate, total",µg,--,--,40,77
"Vitamin A, IU",IU,--,--,500,962
Lipids
"Fatty acids, total saturated",g,--,--,2.002,3.850
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], CORN SYRUP, SUGAR, HIGH FRUCTOSE CORN SYRUP, PALM AND/OR CANOLA OIL, FRUIT FROM CONCENTRATE (WHITE GRAPE, STRAWBERRY), GLYCERIN, MODIFIED CORN STARCH, WHEY PERMEATE, PRECOOKED YELLOW CORN MEAL, SALT, LEAVENING (SODIUM ALUMINUM PHOSPHATE, BAKING SODA), COLOR ADDED (INCLUDES RED 40, BLUE 1), CITRIC ACID, MALIC ACID, NATURAL AND ARTIFICIAL FLAVOR, POTASSIUM SORBATE (A PRESERVATIVE), GELATIN, YELLOW CORN FLOUR, MODIFIED SOY PROTEIN, VITAMIN A PALMITATE, REDUCED IRON, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1)." Date available: 05/14/2018 Date last updated by company: 05/14/2018
