Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:52 EDT
"Nutrient data for: 100% JUICE, UPC: 07203604184"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"8.0 OZA = 240.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,110,46
"Protein",g,--,--,1.99,0.83
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,25.99,10.83
"Sugars, total",g,--,--,22.01,9.17
Minerals
"Calcium, Ca",mg,--,--,19,8
"Magnesium, Mg",mg,--,--,24,10
"Potassium, K",mg,--,--,451,188
"Sodium, Na",mg,--,--,0,0
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,72.0,30.0
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.067,0.028
"Niacin",mg,--,--,0.799,0.333
"Vitamin B-6",mg,--,--,0.120,0.050
Lipids
Amino Acids
Other
Ingredients
"PASTEURIZED NOT FROM CONCENTRATE ORANGE JUICE." Date available: 02/17/2018 Date last updated by company: 02/17/2018
