Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:45 EDT
"Nutrient data for: SMOKED UNCURED HAM BENEDICT, UPC: 891627009435"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 PACKAGE = 213.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,260,122
"Protein",g,--,--,10.99,5.16
"Total lipid (fat)",g,--,--,16.00,7.51
"Carbohydrate, by difference",g,--,--,21.00,9.86
"Fiber, total dietary",g,--,--,3.0,1.4
"Sugars, total",g,--,--,4.00,1.88
Minerals
"Calcium, Ca",mg,--,--,100,47
"Iron, Fe",mg,--,--,1.81,0.85
"Sodium, Na",mg,--,--,679,319
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,36.0,16.9
"Vitamin A, IU",IU,--,--,1751,822
Lipids
"Fatty acids, total saturated",g,--,--,8.009,3.760
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,155,73
Amino Acids
Other
Ingredients
"ROASTED POTATOES (POTATOES, CANOLA OIL, SALT, SPICES), COOKED SCRAMBLED EGGS (WHOLE EGGS, CORN STARCH, SALT, CITRIC ACID, SPICE), WHOLE MILK (MILK, VITAMIN D3), BROCCOLI, SPINACH, UNCURED SMOKED HAM - NO NITRATES OR NITRITES ADDED EXCEPT THAT WHICH NATURALLY OCCURS IN CELERY POWDER (PORK, WATER, SALT, TURBINADO SUGAR, CELERY JUICE POWDER, CHERRY POWDER), BUTTER, HEAVY CREAM, RICE STARCH, ONIONS, LEMON JUICE CONCENTRATE, SALT, SPICES." Date available: 05/25/2018 Date last updated by company: 05/25/2018
