Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:07 EDT
"Nutrient data for: HAND TOSSED PIZZERIA STYLE PIZZA, UPC: 713733322140"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.25 PIZZA = 135.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,329,244
"Protein",g,--,--,12.00,8.89
"Total lipid (fat)",g,--,--,15.00,11.11
"Carbohydrate, by difference",g,--,--,34.01,25.19
"Fiber, total dietary",g,--,--,2.0,1.5
"Sugars, total",g,--,--,5.00,3.70
Minerals
"Calcium, Ca",mg,--,--,150,111
"Iron, Fe",mg,--,--,1.08,0.80
"Potassium, K",mg,--,--,200,148
"Sodium, Na",mg,--,--,850,630
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,4.9,3.6
"Vitamin A, IU",IU,--,--,300,222
Lipids
"Fatty acids, total saturated",g,--,--,5.994,4.440
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,26,19
Amino Acids
Other
Ingredients
"CRUST (FLOUR [WHEAT FLOUR, ENZYME], WATER, SUGAR, SOYBEAN OIL, BREAD CRUMBS [WHEAT FLOUR, YEAST, SUGAR, SALT], YEAST, SALT, HONEY, SOY LECITHIN [PROCESSING AID], SOYBEAN OIL), SAUCE (WATER, TOMATO PASTE, SUGAR, SALT, SPICE, ONION POWDER, XANTHAN GUM, GARLIC POWDER), CHEESE (LOW MOISTURE PART SKIM MOZZARELLA CHEESE [PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES], PARMESAN AND ROMANO CHEESE BLEND [BOTH MADE FROM PASTEURIZED PART SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES] ASIAGO CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES]), PEPPERONI (PORK, BEEF, SALT, SPICES, DEXTROSE, LACTIC ACID STARTER CULTURE, OLEORESIN OF PAPRIKA, FLAVORING, SODIUM NITRITE, BHA, BHT, CITRIC ACID)." Date available: 07/14/2017 Date last updated by company: 07/14/2017
