Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:20 EDT
"Nutrient data for: TASTYKAKE, YELLOW LAYER CAKE, COCONUT JUNIOR, UPC: 025600000069"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 CAKE = 85.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,370,435
"Protein",g,--,--,3.00,3.53
"Total lipid (fat)",g,--,--,19.00,22.35
"Carbohydrate, by difference",g,--,--,46.00,54.12
"Fiber, total dietary",g,--,--,1.0,1.2
"Sugars, total",g,--,--,31.00,36.47
Minerals
"Calcium, Ca",mg,--,--,40,47
"Iron, Fe",mg,--,--,1.08,1.27
"Sodium, Na",mg,--,--,230,271
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,7.004,8.240
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,80,94
Amino Acids
Other
Ingredients
"SUGAR, VEGETABLE SHORTENING (SOYBEAN OIL, PALM OIL AND HYDROGENATED COTTONSEED OIL), ENRICHED BLEACHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), NONFAT MILK, EGGS, COCONUT (WITH SODIUM METABISULFITE TO PRESERVE WHITENESS), CORN SYRUP, EGG YOLKS, HIGH FRUCTOSE CORN SYRUP, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: DEXTROSE, MODIFIED CORN STARCH, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), MONO- AND DIGLYCERIDES, SALT, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVORS, POLYSORBATE 60, DISTILLED MONOGLYCERIDES, XANTHAN GUM, SORBITAN MONOSTEARATE, CALCIUM SULFATE, SPICES, MONOGLYCERIDES, PROPYLENE GLYCOL, PRESERVED WITH SODIUM PROPIONATE, SORBIC ACID AND BENZOIC ACID." Date available: 07/14/2017 Date last updated by company: 07/14/2017
