Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:20 EDT
"Nutrient data for: CHIPS AHOY! COOKIES CHOCOLATE BANANA 1X9.5 OZ, UNPREPARED, GTIN: 00044000040574"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 cookies (30g) = 30.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,1.00,3.33
"Total lipid (fat)",g,--,--,8.00,26.67
"Carbohydrate, by difference",g,--,--,19.00,63.33
"Fiber, total dietary",g,--,--,1.0,3.3
"Sugars, total",g,--,--,10.00,33.33
Minerals
"Calcium, Ca",mg,--,--,4,15
"Iron, Fe",mg,--,--,0.83,2.77
"Potassium, K",mg,--,--,30,100
"Sodium, Na",mg,--,--,95,317
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
Lipids
"Fatty acids, total saturated",g,--,--,4.500,15.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"INGREDIENTS: UNBLEACHED ENRICHED FLOUR  (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SUGAR, PALM OIL, SEMISWEET CHOCOLATE CHUNKS (SUGAR, CHOCOLATE, DEXTROSE, COCOA BUTTER, MILK, SOY LECITHIN), PALM KERNEL OIL, HIGH FRUCTOSE CORN SYRUP, LEAVENING (BAKING SODA, AMMONIUM PHOSPHATE), DEXTROSE, MALTODEXTRIN, WHOLE MILK POWDER, SALT, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, CARAMEL COLOR, ARTIFICIAL COLOR (YELLOW 5 LAKE)." Date available: 05/17/2018 Date last updated by company: 07/13/2017
