Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:35 EDT
"Nutrient data for: APPLE, CHEESE & PRETZEL TRAY WITH CARAMEL DIP, UPC: 074641160447"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"3.0 ONZ = 85.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,180,212
"Protein",g,--,--,5.00,5.88
"Total lipid (fat)",g,--,--,8.00,9.41
"Carbohydrate, by difference",g,--,--,22.00,25.88
"Fiber, total dietary",g,--,--,1.0,1.2
"Sugars, total",g,--,--,14.00,16.47
"Sugars, added",g,--,--,9.0,10.6
Minerals
"Calcium, Ca",mg,--,--,150,176
"Iron, Fe",mg,--,--,0.50,0.59
"Potassium, K",mg,--,--,100,118
"Sodium, Na",mg,--,--,220,259
Vitamins
Lipids
"Fatty acids, total saturated",g,--,--,6.001,7.060
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,20,24
Amino Acids
Other
Ingredients
"APPLES WITH CALCIUM ASCORBATE TO PROMOTE WHITENESS AND MAINTAIN TEXTURE, CARAMEL DIP (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, WATER, HYDROGENATED COCONUT OIL, SUGAR, SKIM MILK POWDER, MODIFIED CORN STARCH, BUTTER, SALT, NATURAL AND ARTIFICIAL FLAVORS, DISODIUM PHOSPHATE, POTASSIUM SORBATE [TO PROTECT QUALITY], MONOGLYCERIDES, CALCIUM DISODIUM EDTA [TO PROTECT QUALITY]), COLBY-JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, ENZYMES, ANNATTO [VEGETABLE COLOR]), PRETZELS (ENRICHED FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, SALT, MALT [TAPIOCA SYRUP, MALT EXTRACT], CANE SUGAR, CANOLA OIL, YEAST, SODA)." Date available: 05/07/2018 Date last updated by company: 05/07/2018
