Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:56 EDT
"Nutrient data for: GOURMET PIZZA, UPC: 750369051112"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.333 PIZZA = 126.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,239,190
"Protein",g,--,--,10.00,7.94
"Total lipid (fat)",g,--,--,10.00,7.94
"Carbohydrate, by difference",g,--,--,29.01,23.02
"Fiber, total dietary",g,--,--,1.0,0.8
"Sugars, total",g,--,--,5.00,3.97
Minerals
"Calcium, Ca",mg,--,--,300,238
"Iron, Fe",mg,--,--,0.72,0.57
"Sodium, Na",mg,--,--,740,587
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,3.7,2.9
"Vitamin A, IU",IU,--,--,399,317
Lipids
"Fatty acids, total saturated",g,--,--,5.002,3.970
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,30,24
Amino Acids
Other
Ingredients
"GLUTEN FREE MOZZARELLA CHEESE PIZZA - CRUST: WATER, RICE FLOUR, MODIFIED RICE STARCH, POTATO STARCH, CANOLA/OLIVE OIL BLEND, EVAPORATED CANE SUGAR, TAPIOCA FLOUR, POTATO FLOUR, FRESH YEAST, SALT, XANTHAN GUM, AND CALCIUM SULFATE (ADDED FOR FRESHNESS), SAUCE: TOMATOES, TOMATO PUREE, (TOMATOES, SALT, CITRIC ACID), PARMESAN CHEESE (CULTURED PART SKIM COW'S MILK, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), OREGANO, SALT, PEPPER. CHEESE: PASTEURIZED MILK, PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, CELLULOSE (ANTI-CAKING AGENT)." Date available: 05/14/2018 Date last updated by company: 05/14/2018
