Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:11 EDT
"Nutrient data for: MINI COFFEE CAKE, UPC: 701826430001"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 CAKE = 96.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,500,521
"Protein",g,--,--,8.00,8.33
"Total lipid (fat)",g,--,--,26.00,27.08
"Carbohydrate, by difference",g,--,--,57.00,59.38
"Fiber, total dietary",g,--,--,2.0,2.1
"Sugars, total",g,--,--,34.00,35.42
Minerals
"Calcium, Ca",mg,--,--,400,417
"Iron, Fe",mg,--,--,1.80,1.88
"Sodium, Na",mg,--,--,480,500
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,300,312
Lipids
"Fatty acids, total saturated",g,--,--,7.997,8.330
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,70,73
Amino Acids
Other
Ingredients
"SUGAR, ENRICHED BLEACHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SOUR CREAM, EGG, POPPY SEEDS, SOYBEAN OIL, PALM OIL, VANILLA EXTRACT, LEAVENING (MONOCALCIUM PHOSPHATE, BAKING SODA, SODIUM ACID PYROPHOSPHATE, CORNSTARCH), MODIFIED FOOD STARCH, PROPYLENE GLYCOL, MONO AND DI-ESTERS OF FAT AND FATTY ACIDS (EMULSIFIER), DEXTROSE, EGG WHITES, MONO AND DI-GLYCERIDES (EMULSIFIER), CINNAMON, SALT, NATURAL FLAVOR, LEMON EXTRACT, SODIUM STEAROYL LACTYLATE (EMULSIFIER), TETRASODIUM PYROPHOSPHATE, DISODIUM PHOSPHATE, XANTHAN GUM, CALCIUM SULPHATE, GUM ARABIC, SOY LECITHIN AS AN EMULSIFIER, CELLULOSE GUM, TURMERIC EXTRACTS (FOR ADDED COLOR)." Date available: 07/14/2017 Date last updated by company: 07/14/2017
