Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:23 EDT
"Nutrient data for: LIGHT ICE CREAM, UPC: 070640010332"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.5 cup = 75.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,100,133
"Protein",g,--,--,2.00,2.67
"Total lipid (fat)",g,--,--,2.00,2.67
"Carbohydrate, by difference",g,--,--,20.00,26.67
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,16.00,21.33
Minerals
"Calcium, Ca",mg,--,--,80,107
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,110,147
"Sodium, Na",mg,--,--,60,80
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,200,267
Lipids
"Fatty acids, total saturated",g,--,--,1.500,2.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,10,13
Amino Acids
Other
Ingredients
"ICE CREAM (MILK, BUTTERMILK, SUGAR, WHEY, CORN SYRUP, CREAM, CONTAINS 2% OR LESS OF MONO & DIGLYCERIDES, GUAR GUM, VANILLA EXTRACT, CELLULOSE GUM, POLYSORBATE 80, CARRAGEENAN, ARTIFICIAL FLAVOR, ANNATTO FOR COLOR, VITAMIN A PALMITATE), SHERBET {WATER, SUGAR, WHEY, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, CREAM, CONTAINS 2% OR LESS OF ORANGE PUREE (WATER, CONCENTRATED ORANGE JUICE, CITRUS CELLS, SUGAR, NATURAL CITRUS FLAVOR, CITRIC ACID, YELLOW 6, GUM TRAGACANTH), CITRIC ACID, DEXTROSE, GUAR GUM, HYDROXYPROPYL METHYLCELLULOSE, CAROB BEAN GUM, POLYSORBATE 80, YELLOW 6}." Date available: 02/17/2018 Date last updated by company: 02/17/2018
