Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:54 EDT
"Nutrient data for: THREE PEPPER BEEF, UPC: 080618476282"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BOWL = 266.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,370,139
"Protein",g,--,--,13.01,4.89
"Total lipid (fat)",g,--,--,10.00,3.76
"Carbohydrate, by difference",g,--,--,60.01,22.56
"Fiber, total dietary",g,--,--,2.9,1.1
"Sugars, total",g,--,--,15.00,5.64
Minerals
"Calcium, Ca",mg,--,--,40,15
"Iron, Fe",mg,--,--,1.09,0.41
"Sodium, Na",mg,--,--,1080,406
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,14.9,5.6
"Vitamin A, IU",IU,--,--,399,150
Lipids
"Fatty acids, total saturated",g,--,--,1.995,0.750
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,21,8
Amino Acids
Other
Ingredients
"COOKED ORGANIC BASMATI RICE (WATER, ORGANIC WHITE BASMATI RICE), HONEY RED PEPPER SAUCE (WATER, ORGANIC TAMARI SAUCE [WATER, ORGANIC SOYBEANS, SALT, ORGANIC VINEGAR], ORGANIC HONEY, CAYENNE PEPPER PUREE [AGED RED CAYENNE PEPPERS {CAYENNE PEPPERS, SALT}, VINEGAR], ORGANIC CANOLA OIL, LEMONGRASS PUREE [LEMONGRASS, WATER, XANTHAN GUM, CITRIC ACID], LIGHT BROWN SUGAR, GINGER PUREE, SESAME SEEDS, ORGANIC GARLIC, TOASTED SESAME OIL, CORNSTARCH, ORGANIC BEEF BASE [ORGANIC ROASTED BEEF WITH BEEF BROTH, SALT, ORGANIC CANE SUGAR, NATURAL FLAVOR, ORGANIC DRIED ONION, ORGANIC POTATO STARCH, ORGANIC DRIED GARLIC, ORGANIC CARAMEL COLOR], ORGANIC BLACK PEPPER, ORGANIC CHILI PEPPER FLAKES), ORGANIC BROCCOLI, GRILLED SEASONED BEEF AND BINDER STEAK STRIPS (BEEF, WATER, POTATO STARCH, SEA SALT, NATURAL FLAVORING, SPICE), ORGANIC SCALLIONS." Date available: 01/19/2018 Date last updated by company: 01/19/2018
