Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:45 EDT
"Nutrient data for: PORK SAUSAGE, UPC: 070100041555"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 PATTIES = 68.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,280,412
"Protein",g,--,--,9.00,13.24
"Total lipid (fat)",g,--,--,26.00,38.24
"Carbohydrate, by difference",g,--,--,1.00,1.47
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,20,29
"Iron, Fe",mg,--,--,0.72,1.06
"Sodium, Na",mg,--,--,670,985
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,10.003,14.710
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,35,51
Amino Acids
Other
Ingredients
"PORK, WATER, CONTAINS 2% OR LESS OF SALT, SPICES, SUGAR, DEXTROSE, MONOSODIUM GLUTAMATE, CARAMEL COLOR, VINEGAR." Date available: 05/25/2018 Date last updated by company: 05/25/2018
