Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:21 EDT
"Nutrient data for: REDUCED FAT ICE CREAM, UPC: 070640011636"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 cup = 64.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,110,172
"Protein",g,--,--,3.00,4.69
"Total lipid (fat)",g,--,--,4.50,7.03
"Carbohydrate, by difference",g,--,--,16.00,25.00
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,11.00,17.19
Minerals
"Calcium, Ca",mg,--,--,100,156
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,130,203
"Sodium, Na",mg,--,--,60,94
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,300,469
Lipids
"Fatty acids, total saturated",g,--,--,3.002,4.690
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,20,31
Amino Acids
Other
Ingredients
"MILK, SKIM MILK, CREAM, BUTTERMILK, CORN SYRUP, WHEY, HIGH FRUCTOSE CORN SYRUP, SUGAR, CONTAINS 2% OR LESS OF MONO & DIGLYCERIDES, CAROB BEAN GUM, GUAR GUM, NATURAL & ARTIFICIAL FLAVORS, CELLULOSE GEL, CELLULOSE GUM, CARRAGEENAN, VITAMIN A PALMITATE, CARAMEL COLOR, ANNATTO FOR COLOR." Date available: 04/05/2018 Date last updated by company: 04/05/2018
