Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:05 EDT
"Nutrient data for: HONEY WHEAT BREAD, UPC: 085239104712"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 SLICE = 43.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,120,279
"Protein",g,--,--,5.00,11.63
"Total lipid (fat)",g,--,--,1.50,3.49
"Carbohydrate, by difference",g,--,--,22.00,51.16
"Fiber, total dietary",g,--,--,2.0,4.7
"Sugars, total",g,--,--,5.00,11.63
Minerals
"Calcium, Ca",mg,--,--,40,93
"Iron, Fe",mg,--,--,1.44,3.35
"Sodium, Na",mg,--,--,190,442
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.136,0.316
"Niacin",mg,--,--,1.600,3.721
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total monounsaturated",g,--,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,--,--,0.499,1.160
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WHOLE WHEAT FLOUR, ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), WATER, SUGAR, HONEY, YEAST, WHEAT GLUTEN, UNSULPHURED MOLASSES, CONTAINS 2 PERCENT OR LESS OF: SOYBEAN OIL, SALT, CALCIUM PROPIONATE AND SORBIC ACID (PRESERVATIVES), BUTTER, DATEM (DOUGH CONDITIONER), MONO AND DIGLYCERIDES, NONFAT MILK, MALTED BARLEY FLOUR, SOY LECITHIN." Date available: 07/14/2017 Date last updated by company: 07/14/2017
