Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:51 EDT
"Nutrient data for: BISCUIT CUT, UPC: 0091271000417"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 ONZ = 56.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,100,179
"Protein",g,--,--,14.00,25.00
"Total lipid (fat)",g,--,--,5.00,8.93
"Carbohydrate, by difference",g,--,--,1.00,1.79
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.72,1.29
"Sodium, Na",mg,--,--,1270,2268
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.501,2.680
"Cholesterol",mg,--,--,55,98
Amino Acids
Other
Ingredients
"CURED WITH SALT, WHITE SUGAR, BROWN SUGAR, SODIUM NITRATE, SODIUM NITRITE" Date available: 04/05/2018 Date last updated by company: 04/05/2018
