Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:42 EDT
"Nutrient data for: SEMI-SWEET CHOCOLATE BAKED INTO FUDGE BROWNIE PERFECTION, BROWNIES, UPC: 011225547195"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 BROWNIES = 38.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,170,447
"Protein",g,--,--,1.00,2.63
"Total lipid (fat)",g,--,--,9.00,23.68
"Carbohydrate, by difference",g,--,--,21.00,55.26
"Fiber, total dietary",g,--,--,1.0,2.6
"Sugars, total",g,--,--,12.00,31.58
"Sugars, added",g,--,--,12.0,31.6
Minerals
"Calcium, Ca",mg,--,--,6,16
"Iron, Fe",mg,--,--,1.00,2.63
"Sodium, Na",mg,--,--,80,211
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,3.500,9.210
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"SUGAR, BLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SOYBEAN OIL, EGG WHITES, CORN SYRUP, WATER, SHORTENING (PALM, CANOLA AND MODIFIED PALM OILS), CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOYBEAN LECITHIN [EMULSIFIER], VANILLA EXTRACT), COCOA POWDER (PROCESSED WITH ALKALI), SALT, NATURAL FLAVOR, WHEY (MILK), MODIFIED CORNSTARCH, LEAVENING BLEND (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE, CALCIUM SULFATE), SOYBEAN LECITHIN." Date available: 06/08/2018 Date last updated by company: 06/08/2018
