Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:23 EDT
"Nutrient data for: FRUIT SMOOTHIE, UPC: 072180533470"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 POUCH = 122.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,70,57
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,16.99,13.93
"Fiber, total dietary",g,--,--,1.0,0.8
"Sugars, total",g,--,--,15.01,12.30
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,115,94
"Sodium, Na",mg,--,--,35,29
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,30.0,24.6
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WATER, STRAWBERRIES, WHITE GRAPE JUICE CONCENTRATE, APPLE JUICE CONCENTRATE, BANANAS, SUGAR, GUAR GUM, LOCUST BEAN GUM, CARRAGEENAN, CITRIC ACID, ASCORBIC ACID (VITAMIN C)." Date available: 02/14/2018 Date last updated by company: 02/14/2018
