Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:08 EDT
"Nutrient data for: PUMPKIN PIE, UPC: 637107402590"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 SLICE = 113.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,260,230
"Protein",g,--,--,4.99,4.42
"Total lipid (fat)",g,--,--,10.99,9.73
"Carbohydrate, by difference",g,--,--,37.00,32.74
"Fiber, total dietary",g,--,--,2.0,1.8
"Sugars, total",g,--,--,24.00,21.24
Minerals
"Calcium, Ca",mg,--,--,60,53
"Iron, Fe",mg,--,--,1.80,1.59
"Sodium, Na",mg,--,--,140,124
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,2.4,2.1
"Vitamin A, IU",IU,--,--,7500,6637
Lipids
"Fatty acids, total saturated",g,--,--,6.000,5.310
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,45,40
Amino Acids
Other
Ingredients
"PUMPKIN, SUGAR, MILK, BLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, DOUGH CONDITIONERS [ASCORBIC ACID, AZODICARBONAMIDE, ENZYME]), EGGS, PALM OIL, BUTTER (PASTEURIZED SWEET CREAM), WATER, SPICES, SALT, VANILLA EXTRACT, NATURAL FLAVORS." Date available: 07/14/2017 Date last updated by company: 07/14/2017
